"year","province","MR","DR","POP","GDP","INC","CON","CPI","HEET","HP","UR","GR","SAV","MN","DN","GDPC","SAVPG"
2010,"贵州省",0.0215579189422248,0.0036792181661397,3479,4602.16,6528.51819047472,4821.16009523626,102.9,1109,3142,3.6,7.96007518796978,3245,37.5,6.4,1.32283989652199,0.70510369044101
2013,"天津市",0.0139402173913043,0.00615489130434783,1472,14442.01,26359.2,20418.67,103.1,4346,8390,3.6,-1.13,7612.3,10.26,4.53,9.81114809782609,0.527094220264354
2009,"江苏省",0.0187170294494238,0.00367989756722151,7810,34457.3,13899.6569523783,12108.3687619027,99.6,2786,4805,3.2,-2.7,20080.6,73.09,14.37,4.41194622279129,0.58276765736143
2015,"湖北省",0.019583048530417,0.00570403280929597,5852,29550.19,20025.56,14316.5,101.5,3038,5663,2.6,4.12,19038.7933333335,57.3,16.69,5.04958817498291,0.644286663921059
2016,"山东省",0.0134854730069368,0.00511712073992158,9947,68024.49,24685.27,15926.36,102.1,2620,5728,3.5,4.14,39501.3495238107,67.07,25.45,6.83869407861667,0.580693063980497
2013,"河北省",0.0202045547524887,0.00487658529933179,7333,28442.95,15189.64,10872.18,103,2108,4640,3.7,5.5,23357.2,74.08,17.88,3.87876039819992,0.821194707300052
2011,"西藏自治区",0.00897689768976898,0.00132013201320132,303,605.83,6332.46352380794,4190.27990476042,105,1446,3311.55,3.2,4.43000000000001,318.8,1.36,0.2,1.99943894389439,0.526220226796296
2015,"黑龙江省",0.016694648478489,0.00995802728226653,3812,15083.67,18592.65,13402.54,101.1,2518,4818,4.5,1.59,11836.2333333334,31.82,18.98,3.95689139559286,0.784705136968218
2016,"甘肃省",0.0167892720306513,0.0038544061302682,2610,7200.37,14670.31,12254.25,101.3,2189,4817,2.2,2.84999999999999,8073.12000000034,21.91,5.03,2.75876245210728,1.12120904897948
2009,"广西壮族自治区",0.0212355848434926,0.00270181219110379,4856,7759.16,8139.15619047405,5109.92038095137,97.9,1436,3133,3.7,10.76,4686.2,51.56,6.56,1.59785008237232,0.603957129379984
2017,"山西省",0.0155429497568882,0.00444084278768233,3702,15528.42,20420.01,13664.44,101.1,2401,5457,3.4,8.34,18143.0123809529,28.77,8.22,4.19460291734198,1.16837465633676
2012,"重庆市",0.0202716468590832,0.0085365025466893,2945,11409.6,14425.9599999981,11172.0586666651,102.6,2734,4804.8,3.3,1.37,8361.6,29.85,12.57,3.87422750424448,0.732856541859487
2009,"西藏自治区",0.00918918918918919,0.00114864864864865,296,441.36,3287.07323809341,2124.58504761732,101.4,1317,2392,3.8,-3.40000000000001,226.4,1.36,0.17,1.49108108108108,0.512959941997462
2010,"宁夏回族自治区",0.018957345971564,0.0037914691943128,633,1689.65,9679.55409523612,8311.15752380854,104.1,1868,3107,4.4,7.17473684210518,1170.3,6,1.2,2.66927330173776,0.692628650904033
2014,"山东省",0.016994585759526,0.00478291960363674,9789,59426.59,20864.21,13328.9,101.9,2421,5029,3.3,2.65000000000001,33178.6,83.18,23.41,6.07075186433752,0.55831236488582
2017,"山东省",0.0125084949030582,0.00544673196082351,10006,72634.15,26929.94,17280.69,101.5,2519,6153,3.4,1.68000000000001,42789.7123809541,62.58,27.25,7.25905956426144,0.589112867445328
2010,"北京市",0.0140672782874618,0.00448521916411825,1962,14113.58,27419.1082857084,22845.5317142829,102.4,6196,17151,1.4,4.94248120300749,17003.1,13.8,4.4,7.19346585117227,1.20473331358876
2011,"黑龙江省",0.0173552425665102,0.00779864371413667,3834,12582,13266.174761903,9800.32923809369,105.8,2409,3682.78,4.1,1.29000000000001,8147.4,33.27,14.95,3.28169014084507,0.647544110634239
2016,"重庆市",0.0182742782152231,0.00912073490813648,3048,17740.59,22034.14,16384.83,101.8,3059,5162,3.7,3.37,13399.4,27.85,13.9,5.82040354330709,0.755296188007276
2015,"云南省",0.0193251792492619,0.00460143399409532,4742,13619.17,15222.57,11005.41,101.9,1819,4800,4,4.98,10842.6266666667,45.82,10.91,2.87203078869675,0.796129769043687
2010,"河北省",0.0208507089241034,0.00403113705865999,7194,20394.26,10082.1035238076,7266.74714285554,103.1,1951,3442,3.9,5.37533834586452,15678.4,75,14.5,2.8348985265499,0.768765329068081
2012,"河南省",0.0253306400170104,0.00340208377631299,9406,29599.31,12579.1786666648,8918.59466666565,102.5,2012,3511.26,3.1,2.26000000000001,17469,119.13,16,3.14685413565809,0.590182676555636
2011,"新疆维吾尔自治区",0.025559076505206,0.00943413309189679,2209,6610.05,10467.9368571411,9118.23257142748,105.9,1521,3286.95,3.2,5.31,4421.9,28.23,10.42,2.99232684472612,0.668966195414558
2015,"江西省",0.0134121769601402,0.00416995181778362,4566,16723.78,18437.11,12403.37,101.5,2654,5107,3.4,6.12,11953.6466666665,30.62,9.52,3.66267630310994,0.714769428123695
2013,"甘肃省",0.0144461657629744,0.00298218435321456,2582,6330.69,10954.4,8943.39,103.2,2193,3684,2.3,5.64,5878.5,18.65,3.85,2.4518551510457,0.928571767058567
2009,"浙江省",0.0162092494313874,0.00405989385898408,5276,22990.35,16693.8381904727,13880.8143809503,98.5,2303,7890,3.3,1.93000000000001,17833.4,42.76,10.71,4.35753411675512,0.775690670215982
2017,"甘肃省",0.0150723533891851,0.00412033511043412,2626,7459.9,16011,13120.11,101.4,2217,5326,2.7,3.27,8813.08000000031,19.79,5.41,2.84078446306169,1.18139385246455
2015,"湖南省",0.0160017691287041,0.00533392304290137,6783,28902.21,19317.49,14267.34,101.4,2215,3974,4.1,2.98,17981.1800000002,54.27,18.09,4.26097744360902,0.622138583866084
2018,"内蒙古自治区",0.0162437516443041,0.00874857493642006,2534,17289.22,28375.65,19665.22,101.8,2086.25,4525.30750000005,3.53611111111111,2.42984962406013,11609.1314285719,20.5808333333333,11.0844444444442,6.82289660615628,0.671466464569939
2009,"山西省",0.0200525240735337,0.00227020717829005,3427,7358.31,9730.82419047458,6217.30038095103,99.6,2050,2552,3.9,4.22,8099.4,34.36,3.89,2.14715786402101,1.10071470215308
2010,"福建省",0.0206877877064717,0.003303547251557,3693,14737.12,14218.4254285684,12249.472666665,103.2,2144,6077,3.8,0.94112781954891,8101,38.2,6.1,3.99055510425129,0.549700348507714
2011,"上海市",0.0126885385598637,0.00408180656156796,2347,19195.69,32838.3393333275,25210.3971428536,105.2,3556,13565.83,3.5,13.09,17288.5,14.89,4.79,8.17881976991904,0.900644884346434
2017,"吉林省",0.0151858667648141,0.00983437615016562,2717,14944.53,21368.32,15631.86,101.6,3038,5748,3.5,2.42,10948.0400000005,20.63,13.36,5.50037909458962,0.732578408287213
2015,"天津市",0.0130833872010343,0.00670976082740789,1547,16538.19,31291.36,24162.46,101.7,4185,9931,3.5,20.43,8743.8,10.12,5.19,10.6904912734324,0.52870356429573
2009,"湖北省",0.0197692307692308,0.00380769230769231,5720,12961.1,8971.65380952135,5481.03733333107,99.6,2829,3413,4.2,5.15000000000001,8163.5,56.54,10.89,2.26592657342657,0.629846232187083
2012,"青海省",0.0159511343804538,0.0037347294938918,573,1893.54,11257.3653333317,10628.4273333324,103.1,1133,3692.21,3.4,6.34999999999999,1275.3,4.57,1.07,3.30460732984293,0.673500427770208
2018,"北京市",0.0148888373052719,0.00932580212524523,2154,30319.98,62361.22,39842.69,102.5,4840.86111111112,31503.0188888889,1.35555555555556,5.47882205513788,30809.611111111,16.0352777777778,10.0438888888891,14.0761281337047,1.01614879400023
2012,"浙江省",0.0161402227496805,0.00447325178017163,5477,34665.33,26249.3113333313,18963.154666665,102.2,2288,10679.69,3,4.58,26406.8,44.2,12.25,6.32925506664232,0.761763987246047
2010,"重庆市",0.0216984402079723,0.00783362218370884,2885,7925.58,10516.6371428547,8500.69123809319,103.2,2413,4040,3.9,2.69323308270668,5839.7,31.3,11.3,2.74716811091854,0.736816737702477
2013,"上海市",0.0123809523809524,0.0057639751552795,2415,21818.15,42173.64,30399.88,102.3,3421,16192,4,6.23999999999999,20486.3,14.95,6.96,9.03443064182195,0.938956785978646
2011,"海南省",0.0262713797035348,0.00248574686431015,877,2522.66,12135.7027619029,8780.29838095093,106.1,2079,9083.14,1.7,8.28,1875.1,11.52,1.09,2.87646522234892,0.743302704288331
2012,"贵州省",0.02398392652124,0.00466130884041332,3484,6852.2,9451.82733333204,7110.7006666651,102.7,1392,3695.36,3.3,5.66,4806.1,41.78,8.12,1.96676234213548,0.701395172353405
2017,"江西省",0.0125097360450022,0.00479446127217655,4622,20006.31,22031.45,14459.02,102,2676,5800,3.3,8.28,14277.8923809528,28.91,11.08,4.32849632193856,0.713669456334168
2011,"重庆市",0.0208838643371017,0.00846180198698184,2919,10011.37,12471.2985714264,9836.37495237915,105.3,2522,4492.3,3.5,4.03,6990.2,30.48,12.35,3.42972593353888,0.698226116905079
2009,"北京市",0.0195483870967742,0.00444086021505376,1860,12153.03,23134.7634285651,20733.6565714255,98.5,6410,13224,1.4,4.27,14672.1,18.18,4.13,6.53388709677419,1.20727917235455
2015,"山西省",0.0189301310043668,0.0039410480349345,3664,12766.49,17853.67,11729.05,100.6,2504,4742,3.5,7.48999999999999,15621.8866666672,34.68,7.22,3.48430403930131,1.22366340839708
2017,"宁夏回族自治区",0.017683284457478,0.00651026392961877,682,3443.56,20561.66,15350.29,101.6,2278,4243,3.9,-3.09,2761.93523809535,6.03,2.22,5.04920821114369,0.80205811372398
2013,"浙江省",0.0153583121134958,0.0048162968352128,5498,37756.59,29774.99,20610.09,102.3,2363,11016,3,7.54000000000001,28923,42.22,13.24,6.86733175700255,0.766038458451889
2016,"辽宁省",0.0142804933759708,0.00731384193695752,4378,22246.9,26039.7,19852.66,101.6,2845,5876,3.8,1.86,25116.9314285722,31.26,16.01,5.08152124257652,1.12900815073436
2012,"甘肃省",0.0129945694336695,0.00255236617532971,2578,5650.2,9593.97933333181,7683.54733333178,102.7,2145,3376.08,2.7,6.01000000000001,5050.1,16.75,3.29,2.19169899146625,0.893791370216984
2012,"黑龙江省",0.0180281690140845,0.00817944705268649,3834,13691.58,14602.2333333315,10778.9886666653,103.2,2441,3725.51,4.2,3.66,9269.2,34.56,15.68,3.57109546165884,0.677000024832781
2012,"新疆维吾尔自治区",0.0235467980295566,0.00923421406180027,2233,7505.31,12047.4819999984,10110.6919999991,103.8,1596,3593.82,3.4,3.97,5281.8,26.29,10.31,3.36108822212271,0.703741750840405
2018,"辽宁省",0.0137167036272336,0.00780173842114651,4359,25315.35,29701.45,21398.31,102.5,2955.33333333334,6476.04027777771,3.57222222222222,1.03491228070176,28893.6342857154,29.8955555555556,17.0038888888888,5.80760495526497,1.14134840267725
2012,"江西省",0.0186989342806394,0.00335257548845471,4504,12948.88,13168.8459999976,8876.25933333253,102.7,2295,4381.18,3,7.64,8471.9,42.11,7.55,2.87497335701599,0.654257356620804
2009,"广东省",0.0170681145113524,0.00235143139190523,10130,39482.56,13311.4527619015,10383.9412380927,97.7,1952,6360,2.6,2.23,31411.4,86.45,11.91,3.89758736426456,0.795576578621042
2018,"山西省",0.0165758173450481,0.00473148646225558,3718,16818.11,21990.14,14810.12,101.8,2599.41666666666,5699.33333333326,3.28333333333333,7.57273182957397,19403.5752380961,30.8144444444445,8.79583333333312,4.52342926304465,1.15373102198143
2016,"四川省",0.017601065117405,0.00717017671266037,8262,32934.54,18808.26,14838.52,101.9,2314,5449,4.2,-0.269999999999996,30825.2761904774,72.71,29.62,3.9862672476398,0.935955874606945
2012,"福建省",0.0203788687299893,0.00399679829242263,3748,19701.78,18760.3779999977,14891.1286666654,102.4,2301,8365.92,3.6,1.89,10507.4,38.19,7.49,5.25661152614728,0.533322369856937
2010,"黑龙江省",0.0161231411427081,0.0072006261414036,3833,10368.6,11930.116190474,8821.66980952211,103.9,2447,3492,4.3,2.4677443609022,7254.7,30.9,13.8,2.70508739890425,0.699679802480566
2017,"重庆市",0.0173008130081301,0.00980813008130081,3075,19424.73,24152.99,17898.05,101,3084,6605,3.4,-0.430000000000007,14367.4,26.6,15.08,6.31698536585366,0.739644772411251
2017,"新疆维吾尔自治区",0.0150429447852761,0.00608588957055215,2445,10881.96,19975.1,15087.3,102.2,1863,4538,2.6,2.12,8380.00571428589,18.39,7.44,4.45069938650307,0.770082385368618
2015,"上海市",0.0117432712215321,0.00551552795031056,2415,25123.45,49867.17,34783.55,102.4,3330,21501,4,8.37,23384.7,14.18,6.66,10.4030848861284,0.930791750336837
2015,"河南省",0.0230886075949367,0.00532278481012658,9480,37002.16,17124.75,11835.13,101.3,2293,4317,3,3.98999999999999,24567.7400000012,109.44,25.23,3.90318143459916,0.663954212402767
2014,"甘肃省",0.0155769972983404,0.00325742956387495,2591,6836.82,12184.71,9874.57,102.1,2219,4234,2.2,7.59999999999999,6674.7,20.18,4.22,2.63868004631416,0.976287221251986
2015,"四川省",0.0180765480253535,0.006977084349098,8204,30053.1,17220.96,13632.1,101.5,2312,5034,4.1,0.890000000000001,28001.9333333345,74.15,28.62,3.6632252559727,0.931748582786285
2009,"黑龙江省",0.0158860428646106,0.00659174072138003,3826,8587,10594.0576190455,7843.01038095052,100.2,2420,3067,4.3,3.31,6430.1,30.39,12.61,2.2443805541035,0.748817980668452
2012,"北京市",0.0168293861768971,0.00469792170130498,2069,17879.4,35987.7979999948,27069.2819999978,103.3,5534,16553.48,1.3,5.18000000000001,21644.9,17.41,4.86,8.64156597390044,1.21060550130318
2015,"陕西省",0.0187714210387556,0.00513050355918798,3793,18021.86,17394.98,13087.22,101,3628,5082,3.4,2.59,14843.4866666668,35.6,9.73,4.75134721856051,0.823637885693641
2010,"上海市",0.0112896222318715,0.00408163265306122,2303,17165.98,28451.2073333282,22707.164285711,103.1,4300,14290,4.4,6.09586466165401,15650.2,13,4.7,7.4537472861485,0.911698603866485
2009,"山东省",0.0193959873284055,0.00320380147835269,9470,33896.65,10683.628666664,6455.06342856959,100,2153,3390,3.4,2.3,17082.8,91.84,15.17,3.5793717001056,0.503967206198843
2009,"天津市",0.0169381107491857,0.00449511400651466,1228,7521.85,15559.8658095198,12897.4901904734,99,4432,6605,3.6,2.38,4885.9,10.4,2.76,6.12528501628665,0.649560945777967
2009,"福建省",0.0196726677577741,0.00317512274959083,3666,12236.53,11947.4491428547,10928.6446666652,98.2,2039,5366,3.9,-0.0100000000000051,7078.8,36.06,5.82,3.33784233496999,0.578497335437416
2014,"上海市",0.0116982687551525,0.00507007419620775,2426,23567.7,45965.83,33064.76,102.7,3348,16415,4.1,6.7,21269.3,14.19,6.15,9.7146331409728,0.902476694798389
2015,"河北省",0.0164148148148148,0.00536026936026936,7425,29806.11,18118.09,13030.69,100.9,2141,5530,3.6,2.15000000000001,28118.2533333348,60.94,19.9,4.01429090909091,0.943372125156044
2011,"四川省",0.0186285714285714,0.00575155279503106,8050,21026.68,10817.1063809502,8415.67961904639,105.3,1904,4595.13,4.2,4.43000000000001,16147.3,74.98,23.15,2.6120099378882,0.767943393821564
2010,"湖北省",0.0199371508379888,0.00405027932960894,5728,15967.61,10825.7480952358,6980.61133333109,102.9,2906,3506,4.2,4.45714285714291,9798,57.1,11.6,2.78764141061453,0.613617191301641
2011,"陕西省",0.0197328346246326,0.00364413572001069,3743,12512.3,10988.8548571412,9257.899904761,105.7,3378,4705.28,3.6,5.42,9172.1,36.93,6.82,3.34285332620892,0.733046682064848
2013,"吉林省",0.0184732824427481,0.00901490367139222,2751,13046.4,15998.12,12054.34,102.9,3033,4228,3.7,6.23,7745.3,25.41,12.4,4.74242093784078,0.593673350502821
2012,"内蒙古自治区",0.0166827309236948,0.00567068273092369,2490,15880.58,16660.5713333315,14210.1773333326,103.1,2042,3656.41,3.7,4.44,6597.2,20.77,7.06,6.37774297188755,0.415425633068817
2009,"贵州省",0.0174102346621431,0.00327961549335595,3537,3912.68,5066.86361904582,3676.38980952185,98.7,1043,2642,3.8,7.03,2676.1,30.79,5.8,1.10621430590896,0.683955754112271
2012,"湖南省",0.0193944871215544,0.00468142792589245,6639,22154.23,13958.4506666646,10462.5953333317,102,2087,3669.63,4.2,6.56999999999999,12578.3,64.38,15.54,3.33698297936436,0.567760648869313
2017,"青海省",0.0199665551839465,0.00548494983277592,598,2624.83,19001.02,15503.13,101.5,1391,5298,3.1,5.93000000000001,2240.36380952393,5.97,1.64,4.38934782608696,0.853527203485151
2012,"广西壮族自治区",0.0210038445108928,0.00366937206322085,4682,13035.1,12552.443333332,8284.21866666572,103.2,1834,3909.83,3.4,7.72,7900.8,49.17,8.59,2.78408799658266,0.606117329364562
2017,"江苏省",0.0168265039232781,0.00716901233030265,8029,85869.76,35024.09,23468.63,101.7,3045,9070,3,3.02,46858.836190477,67.55,28.78,10.6949508033379,0.545696601346935
2015,"福建省",0.018202656941912,0.00465225319093514,3839,25979.82,25404.36,18850.19,101.7,2508,8565,3.7,5.70999999999999,13881.5533333342,34.94,8.93,6.76734045324303,0.534320612434349
2016,"海南省",0.0170774263904035,0.00362050163576881,917,4053.2,20653.44,14275.37,102.8,2258,9775,2.4,11.46,3261.9476190476,7.83,1.66,4.42006543075245,0.804783287044212
2013,"四川省",0.0191636857037128,0.00661897125940545,8107,26392.07,14230.99,11054.66,102.8,2140,5086,4.1,4.02,22597.3,77.68,26.83,3.25546688047366,0.856215522314089
2016,"贵州省",0.0254964838255978,0.00680731364275668,3555,11776.73,15121.15,11931.6,101.4,2005,3704,3.2,6.65000000000001,8212.81809523841,45.32,12.1,3.3127229254571,0.697376784153022
2017,"陕西省",0.0156766623207301,0.00567405475880052,3835,21898.81,20635.21,14899.67,101.6,3582,6477,3.3,-2.62,17580.5266666673,30.06,10.88,5.71025032594524,0.802807397601391
2012,"吉林省",0.0167127272727273,0.00807272727272727,2750,11939.24,14706.4686666653,10952.5073333324,102.5,2889,3875.1,3.7,3.47,6875.1,22.98,11.1,4.34154181818182,0.575840673275686
2013,"北京市",0.0154799054373522,0.00610874704491726,2115,19800.81,40830.04,29175.63,103.3,5469,17854,1.2,7.62,23086.4,16.37,6.46,9.36208510638298,1.16593210075749
2017,"河南省",0.0181964640652788,0.0066241238623287,9559,44552.83,20170.03,13729.61,101.4,2455,5038,2.8,4.48999999999999,29191.3914285731,86.97,31.66,4.66082540014646,0.655208466635521
2014,"福建省",0.0197214923804519,0.00458749343142407,3806,24055.76,23330.85,17644.47,102,2513,8843,3.5,8.56,12579,37.53,8.73,6.32048344718865,0.522910105521505
2013,"黑龙江省",0.0196401564537158,0.00929856584093872,3835,14454.91,15903.45,12037.23,102.2,2529,4435,4.4,2.94,10058.6,37.66,17.83,3.7692073011734,0.695860437733614
2014,"黑龙江省",0.0183824680406992,0.00977302374119489,3833,15039.38,17404.39,12768.76,101.5,2555,4517,4.5,0.159999999999997,10856.9,35.23,18.73,3.92365770936603,0.721898110161456
2013,"宁夏回族自治区",0.0195107033639144,0.00486238532110092,654,2577.57,14565.78,11292.02,103.4,2195,3917,4.1,4.31999999999999,1887.2,6.38,1.59,3.94123853211009,0.732162463095086
2012,"山东省",0.01927310273619,0.00406195147134744,9685,50013.24,16783.1446666648,10536.6379999989,102.1,2238,4556.63,3.3,2.14,26343.3,93.33,19.67,5.16398967475478,0.526726522816758
2011,"湖南省",0.019972710733778,0.00448756822316556,6596,19669.56,12117.8946666648,9108.06447618874,105.5,2054,3523.65,4.2,5.98,10584.8,65.87,14.8,2.98204366282596,0.538131000388417
2013,"江西省",0.0174126492702344,0.00380804953560372,4522,14410.19,15099.68,10052.77,102.5,2381,4905,3.2,8.52,9725.2,39.37,8.61,3.18668509509067,0.674883537274665
2009,"安徽省",0.019898874571848,0.00303376284456043,6131,10062.82,8033.73676190246,5143.71485714102,99.1,1742,3235,3.9,6.62,6619.5,61,9.3,1.64130158212363,0.657817589900247
2010,"河南省",0.0215629984051037,0.00284954811270601,9405,23092.36,9519.63409523573,6924.60209523677,103.5,1839,2856,3.4,3.46406015037596,12884,101.4,13.4,2.45532801701223,0.557933446386597
2015,"内蒙古自治区",0.0173556352050976,0.00731979291119076,2511,17831.51,22310.09,17178.53,101.1,2035,3939,3.7,4.31999999999999,9021.94000000018,21.79,9.19,7.10135802469136,0.505954907913025
